ID,slug,reward,status,submission_result
2123,find-the-distinct-difference-array,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '14 ms', 'memory': 45648000, 'display_runtime': '14', 'question_id': '2777', 'elapsed_time': 301, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409616191, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 4512, 'total_testcases': 4512, 'runtime_percentile': 23.45680000000001, 'status_memory': '45.6 MB', 'memory_percentile': 49.6914, 'pretty_lang': 'Java', 'submission_id': '1579426116', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2124,check-if-binary-string-has-at-most-one-segment-of-ones,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 41640000, 'display_runtime': '0', 'question_id': '1910', 'elapsed_time': 136, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409685385, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 191, 'total_testcases': 191, 'runtime_percentile': 100, 'status_memory': '41.6 MB', 'memory_percentile': 47.78769999999999, 'pretty_lang': 'Java', 'submission_id': '1579427347', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2125,subarray-product-less-than-k,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '4 ms', 'memory': 47608000, 'display_runtime': '4', 'question_id': '713', 'elapsed_time': 227, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409764098, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 98, 'total_testcases': 98, 'runtime_percentile': 100, 'status_memory': '47.6 MB', 'memory_percentile': 80.56740000000003, 'pretty_lang': 'Java', 'submission_id': '1579428614', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2126,sort-characters-by-frequency,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '5 ms', 'memory': 45264000, 'display_runtime': '5', 'question_id': '451', 'elapsed_time': 150, 'compare_result': '111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409815819, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 33, 'total_testcases': 33, 'runtime_percentile': 92.34360000000001, 'status_memory': '45.3 MB', 'memory_percentile': 82.29800000000003, 'pretty_lang': 'Java', 'submission_id': '1579429496', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2127,make-array-empty,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '59 ms', 'memory': 59620000, 'display_runtime': '59', 'question_id': '2765', 'elapsed_time': 408, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409870603, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 514, 'total_testcases': 514, 'runtime_percentile': 21.794500000000006, 'status_memory': '59.6 MB', 'memory_percentile': 71.79430000000002, 'pretty_lang': 'Java', 'submission_id': '1579430442', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2128,rectangle-overlap,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 41324000, 'display_runtime': '0', 'question_id': '866', 'elapsed_time': 110, 'compare_result': '1111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409941086, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 40, 'total_testcases': 40, 'runtime_percentile': 100, 'status_memory': '41.3 MB', 'memory_percentile': 12.965300000000001, 'pretty_lang': 'Java', 'submission_id': '1579431611', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2129,three-consecutive-odds,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 42900000, 'display_runtime': '0', 'question_id': '1293', 'elapsed_time': 124, 'compare_result': '11111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742410028784, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 38, 'total_testcases': 38, 'runtime_percentile': 100, 'status_memory': '42.9 MB', 'memory_percentile': 7.429300000000004, 'pretty_lang': 'Java', 'submission_id': '1579433125', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2130,delete-columns-to-make-sorted,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '8 ms', 'memory': 44360000, 'display_runtime': '8', 'question_id': '981', 'elapsed_time': 187, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742410097938, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 86, 'total_testcases': 86, 'runtime_percentile': 64.1959, 'status_memory': '44.4 MB', 'memory_percentile': 60.69920000000002, 'pretty_lang': 'Java', 'submission_id': '1579434320', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2132,find-words-that-can-be-formed-by-characters,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '10 ms', 'memory': 45332000, 'display_runtime': '10', 'question_id': '1112', 'elapsed_time': 235, 'compare_result': '111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742410812131, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 36, 'total_testcases': 36, 'runtime_percentile': 47.831599999999995, 'status_memory': '45.3 MB', 'memory_percentile': 48.58570000000001, 'pretty_lang': 'Java', 'submission_id': '1579446150', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2133,gas-station,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 56204000, 'display_runtime': '2', 'question_id': '134', 'elapsed_time': 373, 'compare_result': '111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742410876957, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 39, 'total_testcases': 39, 'runtime_percentile': 97.5967, 'status_memory': '56.2 MB', 'memory_percentile': 57.09549999999999, 'pretty_lang': 'Java', 'submission_id': '1579447220', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2134,continuous-subarray-sum,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '29 ms', 'memory': 62404000, 'display_runtime': '29', 'question_id': '523', 'elapsed_time': 499, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742411005054, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 101, 'total_testcases': 101, 'runtime_percentile': 16.71719999999999, 'status_memory': '62.4 MB', 'memory_percentile': 20.82989999999997, 'pretty_lang': 'Java', 'submission_id': '1579449282', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2135,maximum-sum-of-an-hourglass,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '7 ms', 'memory': 44340000, 'display_runtime': '7', 'question_id': '2508', 'elapsed_time': 220, 'compare_result': '11111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742411060215, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 41, 'total_testcases': 41, 'runtime_percentile': 64.8837, 'status_memory': '44.3 MB', 'memory_percentile': 99.7674, 'pretty_lang': 'Java', 'submission_id': '1579450142', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2136,word-ladder,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '95 ms', 'memory': 46260000, 'display_runtime': '95', 'question_id': '127', 'elapsed_time': 265, 'compare_result': '111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742411206159, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 51, 'total_testcases': 51, 'runtime_percentile': 41.34990000000003, 'status_memory': '46.3 MB', 'memory_percentile': 72.52089999999998, 'pretty_lang': 'Java', 'submission_id': '1579452344', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2137,two-sum-ii-input-array-is-sorted,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '1 ms', 'memory': 47372000, 'display_runtime': '1', 'question_id': '167', 'elapsed_time': 214, 'compare_result': '111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742411277988, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 24, 'total_testcases': 24, 'runtime_percentile': 99.8294, 'status_memory': '47.4 MB', 'memory_percentile': 37.67149999999995, 'pretty_lang': 'Java', 'submission_id': '1579453446', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2138,combination-sum,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '1 ms', 'memory': 44736000, 'display_runtime': '1', 'question_id': '39', 'elapsed_time': 185, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742411339233, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 160, 'total_testcases': 160, 'runtime_percentile': 99.9035, 'status_memory': '44.7 MB', 'memory_percentile': 46.16510000000002, 'pretty_lang': 'Java', 'submission_id': '1579454447', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
